RID,Title,Organization
ASSP Z9.2,(2018) Fundamentals Governing the Design and Operation of Local Exhaust Ventilation Systems,AMERICAN SOCIETY OF SAFETY PROFESSIONALS (ASSP)
ASSP Z88.2,(2015) American National Standard Practices for Respiratory Protection,AMERICAN SOCIETY OF SAFETY PROFESSIONALS (ASSP)
ASSP Z359,(2013) Fall Protection Code,AMERICAN SOCIETY OF SAFETY PROFESSIONALS (ASSP)
ASSP Z359.16,(2016) Safety Requirements for Climbing Ladder Fall Arrest Systems,AMERICAN SOCIETY OF SAFETY PROFESSIONALS (ASSP)
ASSE 1001,(2021) Performance Requirements for Atmospheric Type Vacuum Breakers,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1003,(2020) Performance Requirements for Water Pressure Reducing Valves for Domestic Water Distribution Systems - (ANSI approved 2010),AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1009,(1990) Performance Requirements for Commercial Food Waste Grinder Units,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1010,(2021) Performance Requirements for Water Hammer Arresters,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1011,(2017) Performance Requirements for Hose Connection Vacuum Breakers,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1012,(2023) Performance Requirements for Backflow Preventer with an Intermediate Atmospheric Vent,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1013,(2021) Performance Requirements for Reduced Pressure Principle Backflow Prevention Assemblies,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1015,(2021) Performance Requirements for Double Check Backflow Prevention Assemblies,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1016,(2017) Performance Requirements for Automatic Compensating Valves for individual Showers and Tub/Shower Combinations,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1017,(2023) Performance Requirements for Temperature Actuated Mixing Valves for Hot Water Distribution Systems - (ANSI approved 2010),AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1018,(2023) Performance Requirements for Trap Seal Primer Valves - Potable Water Supplied (ANSI Approved 2002,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1019,(2023) Performance Requirements for Wall Hydrant with Backflow Protection and Freeze Resistance,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1020,(2020) Performance Requirements for Pressure Vacuum Breaker Assemblies,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1037,(2015; R 2020) Performance Requirements for Pressurized Flushing Devices for Plumbing Fixtures,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1044,(2023) Performance Requirements for Trap Seal Primer - Drainage Types and Electric Design Types,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1069,(2020) Performance Requirements for Automatic Temperature Control Mixing Valves,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1070,(2020) Performance Requirements for Water Temperature Limiting Devices,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1071,(2012) Performance Requirements for Temperature Actuated Mixing Valves for Plumbed Emergency Equipment,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 1072,(2020) Performance Requirements for Barrier Type Trap Seal Protection for Floor Drains,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE 6000 SERIES,"(2021) Professional Qualification Standard for Medical Gas Systems Installers, Inspectors and Verifiers",AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ASSE Series 5000,(2022) Cross-Connection Control Professional Qualification Standard,AMERICAN SOCIETY OF SANITARY ENGINEERING (ASSE)
ANSI/AWWA C541,(2016; R 2021) Hydraulic and Pneumatic Cylinder and Vane-Type Actuators for Valves and Slide Gates,AMERICAN WATER WORKS ASSOCIATION (AWWA)
ANSI/AWWA C542,(2016; R 2021) Electric Motor Actuators for Valves and Slide Gates,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA 10084,(2017) Standard Methods for the Examination of Water and Wastewater,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA A100,(2020) Water Wells,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B100,(2016; Errata 2017; Addenda 2018) Granular Filter Material,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B201,(2018) Soda Ash,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B300,(2024) Hypochlorites,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B301,(2024) Liquid Chlorine,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B302,(2023) Ammonium Sulfate,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B303,(2024) Sodium Chlorite,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B402,(2024) Ferrous Sulfate,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B403,"(2024) Aluminum Sulfate - Liquid, Ground, or Lump",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B404,(2022) Liquid Sodium Silicate,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B405,(2024) Sodium Aluminate,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B406,(2020; Errata 2020) Ferric Sulfate,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B407,(2024) Liquid Ferric Chloride,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B408,(2018) Liquid Polyaluminum Chloride,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B451,(2023) Poly(Diallyldimethylammonium Chloride),AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B452,(2020) EPI-DMA Polyamines,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B453,(2013) Polyacrylomide,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B501,(2019) Sodium Hydroxide (Caustic Soda),AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B502,"(2023) Sodium Polyphosphate, Glassy (Sodium Hexametaphosphate)",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B503,(2023) Sodium Tripolyphosphate,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B504,"(2024) Monosodium Phosphate, Anhydrous",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B505,"(2024) Disodium Phosphate, Anhydrous",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B511,(2023) Potassium Hydroxide,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B550,(2023) Calcium Chloride,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B600,(2024) Powdered Activated Carbon,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B601,(2017) Sodium Metabisulfite,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B602,(2017) Copper Sulfate,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B603,(2016) Permanganates,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B604,(2018) Granular Activated Carbon,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B605,(2018) Reactivation of Granular Activated Carbon,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B701,(2024) Sodium Fluoride,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B702,(2024) Sodium Fluorosilicate,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA B703,(2011) Fluorosilicic Acid,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C104/A21.4,(2022) Cement-Mortar Lining for Ductile-Iron Pipe and Fittings for Water,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C105/A21.5,(2018) Polyethylene Encasement for Ductile-Iron Pipe Systems,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C110/A21.10,(2021) Ductile-Iron and Gray-Iron Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C111/A21.11,(2023) Rubber-Gasket Joints for Ductile-Iron Pressure Pipe and Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C115/A21.15,(2020) Flanged Ductile-Iron Pipe With Ductile-Iron or Gray-Iron Threaded Flanges,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C116/A21.16,(2015) Protective Fusion-Bonded Coatings for the Interior and Exterior Surfaces of Ductile-Iron and Gray Iron Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C150/A21.50,(2021; R 2023) Thickness Design of Ductile-Iron Pipe,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C151/A21.51,"(2023) Ductile-Iron Pipe, Centrifugally Cast",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C153/A21.53,(2019) Ductile-Iron Compact Fittings for Water Service,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C200,(2023) Steel Water Pipe - 6 In. (150 mm) and Larger,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C203,(2020) Coal-Tar Protective Coatings and Linings for Steel Water Pipelines - Enamel and Tape - Hot-Applied,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C205,(2024) Cement-Mortar Protective Lining and Coating for Steel Water Pipe - 4 In. (100 mm) and Larger - Shop Applied,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C206,(2023) Field Welding of Steel Water Pipe,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C207,"(2023) Standard for Steel Pipe Flanges for Waterworks Service, Sizes 4 in. through 144 in. (100 mm through 3600 mm)",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C208,(2022) Dimensions for Fabricated Steel Water Pipe Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C209,"(2019) Cold-Applied Tape Coatings for the Exterior of Special Sections, Connections and Fitting for Steel Water Pipelines",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C210,(2024) Standard for Liquid Epoxy Coating Systems for the Interior and Exterior of Steel Water Pipelines,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C213,(2022) Fusion-Bonded Epoxy Coatings and Linings for Steel Water Pipe and Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C214,(2024) Tape Coating Systems for the Exterior of Steel Water Pipelines,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C215,(2022) Extruded Polyolefin Coatings for Steel Water Pipe,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C216,"(2022) Heat-Shrinkable Cross-Linked Polyolefin Coatings for the Exterior of Special Sections, Connections, and Fittings for Steel Water Pipelines",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C217,(2023) Microcrystalline Wax and Petrolatum Tape Coating Systems for Steel Water Pipe and Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C218,(2023) Liquid Coatings for Aboveground Steel Water Pipe and Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C219,(2023) Bolted Sleeve-Type Couplings for Plain-End Pipe,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C300,"(2022) Reinforced Concrete Pressure Pipe, Steel-Cylinder Type",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C301,"(2014; R 2019) Prestressed Concrete Pressure Pipe, Steel-Cylinder Type",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C302,"(2022) Reinforced Concrete Pressure Pipe, Noncylinder Type",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C303,"(2024) Concrete Pressure Pipe, Bar-Wrapped, Steel-Cylinder Type",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C500,(2019) Metal-Seated Gate Valves for Water Supply Service,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C502,(2018) Dry-Barrel Fire Hydrants,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C503,(2021) Wet-Barrel Fire Hydrants,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C504,(2023) Standard for Rubber-Seated Butterfly Valves,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C508,"(2017) Swing-Check Valves for Waterworks Service, 2 In. Through 48-In. (50-mm Through 1,200-mm) NPS",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C509,(2023) Resilient-Seated Gate Valves for Water Supply Service,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C510,(2017; R 2021) Double Check Valve Backflow Prevention Assembly,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C511,(2017; R 2021) Reduced-Pressure Principle Backflow Prevention Assembly,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C512,"(2015) Air-Release, Air/Vacuum, and Combination Air Valves for Water and Wastewater Service",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C515,"(2020) Reduced-Wall, Resilient-Seated Gate Valves for Water Supply Service",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C517,(2009) Resilent-Seated Cast-Iron Eccentric Plug Valves,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C520,"(2019) Knife Gate Valves, Sizes 2 In. (50 mm) Through 96 In. (2,400 mm)",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C542,(2016) Electric Motor Actuators for Valves and Slide Gates,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C550,(2024) Protective Interior Coatings for Valves and Hydrants,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C560,(2014) Cast-Iron Slide Gates,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C561,(2012) Fabricated Stainless-Steel Slide Gates,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C563,(2014) Fabricated Composite Slide Gates,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C600,(2023) Installation of Ductile-Iron Mains and Their Appurtenances,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C602,(2023) Cement – Mortar Lining of Water Pipelines in Place — 4 In. (100 mm) and Larger,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C604,(2017) Installation of Buried Steel Water Pipe — 4 In. (100 mm) and Larger,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C605,(2021) Underground Installation of Polyvinyl Chloride (PVC) and Molecularly Oriented Polyvinyl Chloride (PVCO) Pressure Pipe and Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C606,(2022) Grooved and Shouldered Joints,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C651,(2023) Standard for Disinfecting Water Mains,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C652,(2019) Disinfection of Water-Storage Facilities,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C653,(2020) Disinfection of Water Treatment Plants,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C654,(2021) Disinfection of Wells,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C655,(2018) Field Dechlorination,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C700,"(2020) Cold-Water Meters - Displacement Type, Metal Alloy Main Case",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C701,(2019) Cold-Water Meters - Turbine Type for Customer Service,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C702,(2019) Cold-Water Meters - Compound Type,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C703,(2019) Cold-Water Meters - Fire Service Type,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C704,(2019) Propeller-Type Meters for Waterworks Applications,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C707,(2022) Encoder-Type Remote-Registration Systems for Cold-Water Meters,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C710,"(2020) Cold-Water Meters - Displacement Type, Plastic Main Case",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C800,(2021) Underground Service Line Valves and Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C900,"(2022) Polyvinyl Chloride (PVC) Pressure Pipe, and Fabricated Fittings, 4 In. Through 60 In. (100 mm Through 1,500 mm)",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C901,"(2020) Polyethylene (PE) Pressure Pipe and Tubing, 3/4 In. (19mm) Through 3 In. (76 mm), for Water Service",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C906,"(2021) Polyethylene (PE) Pressure Pipe and Fittings, 4 In. through 65 In. (100 mm Through 1,650 mm), for Waterworks",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C909,"(2022) Molecularly Oriented Polyvinyl Chloride (PVCO) Pressure Pipe, 4 In. (100 mm) and Larger",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA C950,(2020) Fiberglass Pressure Pipe,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA D100,(2021) Welded Steel Tanks for Water Storage,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA D102,(2024) Coating Steel Water-Storage Tanks,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA D103,(2019) Factory-Coated Bolted Steel Tanks for Water Storage,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA D104,"(2011) Automatically Controlled, Impressed-Current Cathodic Protection for the Interior Submerged Surfaces of Steel Water Storage Tanks",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA D110,"(2013) Wire- and Strand Wound, Circular, Prestressed Concrete Water Tanks",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA D120,(2019) Thermosetting Fiberglass-Reinforced Plastic Tanks,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA E102,(2017) Submersible Vertical Turbine Pumps,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA E103,(2021) Horizontal and Vertical Line-Shaft Pumps,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA M6,"(2012) Water Meters - Selection, Installation, Testing, and Maintenance",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA M9,(2008; Errata 2013) Manual:  Concrete Pressure Pipe,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA M11,"(2017; Errata 2018, Addendum 2019) Steel Pipe: A Guide for Design and Installation",AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA M14,(2024) Manual:  Recommended Practice for Backflow Prevention and Cross-Connection Control,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA M23,(2020) Manual:  PVC Pipe - Design and Installation - Third Edition,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA M41,(2009; 3rd Ed) Ductile-Iron Pipe and Fittings,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA M45,(2013; 3rd Ed) Fiberglass Pipe Design,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWWA M55,(2020; 2nd Ed) PE Pipe - Design and Installation,AMERICAN WATER WORKS ASSOCIATION (AWWA)
AWS A2.4,"(2012) Standard Symbols for Welding, Brazing and Nondestructive Examination",AMERICAN WELDING SOCIETY (AWS)
AWS A3.0M/A3.0,(2025) Standard Welding Terms and Definitions,AMERICAN WELDING SOCIETY (AWS)
AWS A5.01M/A5.01,(2019; R 2024) Procurement Guidelines for Consumables - Welding and Allied Processes - Flux and Gas Shielded Electrical Welding Processes,AMERICAN WELDING SOCIETY (AWS)
AWS A5.1/A5.1M,(2025) Specification for Carbon Steel Electrodes for Shielded Metal Arc Welding,AMERICAN WELDING SOCIETY (AWS)
AWS A5.3/A5.3M,(2023) Specification for Aluminum and Aluminum-Alloy Electrodes for Shielded Metal Arc Welding,AMERICAN WELDING SOCIETY (AWS)
AWS A5.4/A5.4M,(2012; R 2022) Specification for Stainless Steel Electrodes for Shielded Metal Arc Welding,AMERICAN WELDING SOCIETY (AWS)
AWS A5.5/A5.5M,(2022) Specification for Low-Alloy Steel Electrodes for Shielded Metal Arc Welding,AMERICAN WELDING SOCIETY (AWS)
AWS A5.8/A5.8M,(2019) Specification for Filler Metals for Brazing and Braze Welding,AMERICAN WELDING SOCIETY (AWS)
AWS A5.9/A5.9M,"(2022) Welding Consumables-Wire Electrodes, Strip Electrodes, Wires, and Rods for Arc Welding of Stainless and Heat Resisting Steels- Classification",AMERICAN WELDING SOCIETY (AWS)
AWS A5.10/A5.10M,"(2023) Welding Consumables - Wire Electrodes, Wires and Rods for Welding of Aluminum and Aluminum-Alloys - Classification",AMERICAN WELDING SOCIETY (AWS)
AWS A5.11/A5.11M,(2018) Specification for Nickel and Nickel-Alloy Welding Electrodes for Shielded Metal Arc Welding,AMERICAN WELDING SOCIETY (AWS)
AWS A5.14/A5.14M,(2024) Specification for Nickel and Nickel-Alloy Bare Welding Electrodes and Rods,AMERICAN WELDING SOCIETY (AWS)
AWS A5.18/A5.18M,(2023) Specification for Carbon Steel Electrodes and Rods for Gas Shielded Arc Welding,AMERICAN WELDING SOCIETY (AWS)
AWS A5.22/A5.22M,(2024) Specification for Stainless Steel Flux Cored and Metal Cored  Welding Electrodes and Rods,AMERICAN WELDING SOCIETY (AWS)
AWS A5.31/A5.31M,(2012) Specification for Fluxes for Brazing and Braze Welding,AMERICAN WELDING SOCIETY (AWS)
AWS A5.32/A5.32M,(2021) Welding Consumables-Gases and Gas Mixtures for Fusion Welding and Allied Processess,AMERICAN WELDING SOCIETY (AWS)
AWS B2.1/B2.1M,(2021) Specification for Welding Procedure and Performance Qualification,AMERICAN WELDING SOCIETY (AWS)
AWS B2.2/B2.2M,(2016) Specification for Brazing Procedure and Performance Qualification,AMERICAN WELDING SOCIETY (AWS)
AWS BRH,(2007; 5th Ed) Brazing Handbook,AMERICAN WELDING SOCIETY (AWS)
AWS C1.1M/C1.1,(2019) Recommended Practices for Resistance Welding,AMERICAN WELDING SOCIETY (AWS)
AWS C2.18,(1993; Errata 1993; R 2001) Guide for the Protection of Steel with Thermal Sprayed Coatings of Aluminum and Zinc and Their Alloys and Composites,AMERICAN WELDING SOCIETY (AWS)
AWS C2.25/C2.25M,(2012; R 2018) Specification for Thermal Spray Feedstock -- Solid and Composite Wire and Rods,AMERICAN WELDING SOCIETY (AWS)
AWS C3.8M/C3.8,(2011) Specification for the Ultrasonic Pulse-Echo Examination of Brazed Joints,AMERICAN WELDING SOCIETY (AWS)
AWS C5.5/C5.5M,(2003) Recommended Practices for Gas Tungsten Arc Welding,AMERICAN WELDING SOCIETY (AWS)
AWS D1.1/D1.1M,(2020; Errata 1 2021) Structural Welding Code - Steel,AMERICAN WELDING SOCIETY (AWS)
AWS D1.2/D1.2M,(2014; Errata 1 2014; Errata 2 2020) Structural Welding Code - Aluminum,AMERICAN WELDING SOCIETY (AWS)
AWS D1.3/D1.3M,(2018) Structural Welding Code - Sheet Steel,AMERICAN WELDING SOCIETY (AWS)
AWS D1.4/D1.4M,(2018) Structural Welding Code - Reinforcing Steel,AMERICAN WELDING SOCIETY (AWS)
AWS D1.5M/D1.5,(2020; Errata 1 2022) Bridge Welding Code,AMERICAN WELDING SOCIETY (AWS)
AWS D1.6/D1.6M,(2017) Structural Welding Code — Stainless Steel,AMERICAN WELDING SOCIETY (AWS)
AWS D1.8/D1.8M,(2016) Structural Welding Code — Seismic Supplement,AMERICAN WELDING SOCIETY (AWS)
AWS D9.1/D9.1M,(2018) Sheet Metal Welding Code,AMERICAN WELDING SOCIETY (AWS)
AWS D10.4,(1986; R 2000) Recommended Practices for Welding Austenitic Chromium-Nickel Stainless Steel Piping and Tubing,AMERICAN WELDING SOCIETY (AWS)
AWS D10.7/D10.7M,(2008) Guide for the Gas Shielded Arc Welding of Aluminum and Aluminum Alloy Pipe,AMERICAN WELDING SOCIETY (AWS)
AWS D10.10/D10.10M,(2021) Recommended Practices for Local Heating of Welds in Piping and Tubing,AMERICAN WELDING SOCIETY (AWS)
AWS D10.11M/D10.11,(2007) Guide for Root Pass Welding of Pipe Without Backing,AMERICAN WELDING SOCIETY (AWS)
AWS D10.12M/D10.12,(2000) Guideline for Welding Mild Steel Pipe,AMERICAN WELDING SOCIETY (AWS)
