RID,Title,Org_Acronym,Org_Name,Org_ID,Spec_References
ASTM A183,(2014; R 2020) Standard Specification for Carbon Steel Track Bolts and Nuts,ASTM,ASTM INTERNATIONAL,ORG052,"{""21 13 13"": [""1.1"", ""2.3.1.3""], ""21 13 16"": [""1.1"", ""2.3.1.3""], ""21 13 18"": [""1.1"", ""2.3.1.3""], ""21 13 19"": [""1.1"", ""2.3.1.3""], ""21 13 24.00 10"": [""1.1"", ""2.7.2""], ""21 13 25"": [""1.1"", ""2.3.5""], ""21 30 00"": [""1.4"", ""2.14"", ""2.5.1.2""], ""22 00 00"": [""1.1"", ""2.1.1""], ""22 00 70"": [""1.1"", ""2.5""], ""23 05 15"": [""1.1"", ""2.2.8""], ""23 52 00"": [""1.1"", ""2.12.12.9"", ""2.12.13.10""], ""23 57 10.00 10"": [""1.1"", ""2.2.10"", ""2.2.9.3""], ""23 58 00.00 10"": [""1.1"", ""2.2.3.6""], ""23 64 26"": [""1.1"", ""2.2.2.4""], ""32 84 23"": [""1.1"", ""2.2.1""], ""33 61 13.13"": [""1.2"", ""2.2.2.5""], ""40 05 13"": [""1.2"", ""2.3.2.1""], ""41 22 13.33"": [""1.1"", ""2.4.2"", ""3.2.3.1""]}"
ASTM A184/A184M,(2024) Standard Specification for Welded Deformed Steel Bar Mats for Concrete Reinforcement,ASTM,ASTM INTERNATIONAL,ORG052,"{""03 30 00"": [""1.1"", ""2.6.1.6""], ""03 31 29"": [""1.1"", ""2.7.2.8""], ""03 31 30"": [""1.1"", ""2.7.2.8""], ""32 13 13.06"": [""1.2"", ""2.1.5.3""], ""32 13 13.43"": [""1.2"", ""2.8.2""], ""32 13 14.13"": [""1.2"", ""2.8.1""], ""32 13 14.14"": [""1.2"", ""2.8.1""]}"
ASTM A185/A185M,"(2007) Standard Specification for Steel Welded Wire Reinforcement, Plain, for Concrete",ASTM,ASTM INTERNATIONAL,ORG052,"{""04 20 00"": [""1.1"", ""2.6.2.2""], ""32 13 13.43"": [""1.2"", ""2.8.3""], ""32 13 14.14"": [""1.2"", ""2.8.2""]}"
ASTM A192/A192M,(2024) Standard Specification for Seamless Carbon Steel Boiler Tubes for High-Pressure Service,ASTM,ASTM INTERNATIONAL,ORG052,"{""23 52 30.00 10"": [""1.1"", ""2.3.13.3""]}"
ASTM A193/A193M,(2024a) Standard Specification for Alloy-Steel and Stainless Steel Bolting Materials for High-Temperature Service and Other Special Purpose Applications,ASTM,ASTM INTERNATIONAL,ORG052,"{""05 05 20"": [""1.1"", ""2.1.1.3"", ""2.1.1.4"", ""2.1.1.5""], ""05 12 00"": [""1.1"", ""2.3.4.1"", ""2.3.4.2""], ""05 50 15"": [""1.1"", ""2.1.16.3.1"", ""2.1.16.3.2"", ""2.1.5.4.3""], ""13 34 19"": [""1.1"", ""2.1.12""], ""21 13 24.00 10"": [""1.1"", ""2.7.4.2""], ""21 13 25"": [""1.1"", ""2.3.7.2""], ""21 30 00"": [""1.4"", ""2.5.1.5"", ""2.5.1.6"", ""2.8.2.2""], ""22 00 00"": [""1.1"", ""2.1.1""], ""22 00 70"": [""1.1"", ""2.5""], ""22 15 26.00 20"": [""1.1"", ""2.10.2""], ""23 11 20"": [""1.2"", ""2.11""], ""23 21 13.23 20"": [""1.1"", ""2.1.5""], ""23 23 00"": [""1.1"", ""2.4.1.3""], ""23 35 16"": [""1.1"", ""2.7.6""], ""23 52 00"": [""1.1"", ""2.12.12.3""], ""23 52 33.01 20"": [""1.1"", ""2.15.3.5""], ""23 52 33.02 20"": [""1.1"", ""2.15.1.5""], ""23 52 33.03 20"": [""1.1"", ""2.10.6""], ""23 57 10.00 10"": [""1.1"", ""2.2.11""], ""23 64 26"": [""1.1"", ""2.5.1"", ""2.5.2""], ""26 13 14"": [""1.1"", ""2.1.13""], ""26 32 15"": [""1.1"", ""2.11.3""], ""33 01 50.65"": [""1.1"", ""2.2.1""], ""33 11 23"": [""1.1"", ""2.13""], ""33 52 10"": [""1.2"", ""2.3.4"", ""2.9.2""], ""33 52 40"": [""1.2"", ""2.2.9""], ""33 52 43.13"": [""1.1"", ""2.1.6""], ""33 56 10"": [""1.2"", ""2.14.2""], ""33 56 53"": [""1.1"", ""2.1.4""], ""33 61 13.19"": [""1.1"", ""2.5.4.1""], ""33 61 14"": [""1.1"", ""2.3""], ""33 63 14"": [""1.1"", ""2.1.3"", ""2.2.9""], ""33 63 16"": [""1.1"", ""2.2.6""], ""33 63 23"": [""1.1"", ""2.2.6""], ""35 05 40.14 10"": [""1.4"", ""2.13.2""], ""35 20 15"": [""1.3"", ""2.2.2.1"", ""2.2.2.2""], ""35 45 04.00 10"": [""1.2"", ""2.6.4""], ""40 05 13"": [""1.2"", ""2.10.4.2"", ""2.11.3.2"", ""2.12.4"", ""2.13.3"", ""2.14.4.2"", ""2.16.3.1"", ""2.4.4.3"", ""2.5.4"", ""2.6.1.6"", ""2.6.2.6"", ""2.7.1.3.3"", ""2.7.2.4.3"", ""2.7.3.4.3"", ""2.7.4.3.3""], ""43 15 00.00 20"": [""1.1"", ""2.7.1"", ""2.7.2""], ""44 41 00"": [""1.1"", ""2.5.5""], ""46 61 00"": [""1.1"", ""2.2.1.6.3""], ""48 14 13.00 20"": [""1.1"", ""2.4.1""]}"
ASTM A194/A194M,"(2024) Standard Specification for Carbon Steel, Alloy Steel, and Stainless Steel Nuts for Bolts for High-Pressure or High-Temperature Service, or Both",ASTM,ASTM INTERNATIONAL,ORG052,"{""05 50 15"": [""1.1"", ""2.1.5.4.3""], ""21 30 00"": [""1.4"", ""2.5.1.6"", ""2.8.2.2""], ""22 15 26.00 20"": [""1.1"", ""2.10.2""], ""23 11 20"": [""1.2"", ""2.11""], ""23 21 13.00 20"": [""1.1"", ""2.1.7.2""], ""23 21 13.23 20"": [""1.1"", ""2.1.5""], ""23 22 26.00 20"": [""1.1"", ""2.1.8.1""], ""23 52 33.01 20"": [""1.1"", ""2.15.3.5""], ""23 52 33.02 20"": [""1.1"", ""2.15.1.5""], ""23 52 33.03 20"": [""1.1"", ""2.10.6""], ""23 64 26"": [""1.1"", ""2.5.1"", ""2.5.2""], ""26 32 15"": [""1.1"", ""2.11.3""], ""26 42 13"": [""1.1"", ""2.4.12.2""], ""26 42 15"": [""1.1"", ""2.5.7""], ""26 42 17"": [""1.1"", ""2.5.25.2""], ""33 01 50.65"": [""1.1"", ""2.2.1""], ""33 11 23"": [""1.1"", ""2.13""], ""33 52 10"": [""1.2"", ""2.3.4"", ""2.9.3"", ""2.9.4""], ""33 52 40"": [""1.2"", ""2.2.9""], ""33 52 43.13"": [""1.1"", ""2.1.6""], ""33 52 43.14"": [""1.1"", ""2.2.1.5""], ""33 56 10"": [""1.2"", ""2.14.3"", ""2.14.4""], ""33 56 53"": [""1.1"", ""2.1.4""], ""33 61 13.19"": [""1.1"", ""2.5.4.1""], ""33 61 14"": [""1.1"", ""2.3""], ""33 63 14"": [""1.1"", ""2.1.3"", ""2.2.9""], ""33 63 16"": [""1.1"", ""2.2.6""], ""33 63 23"": [""1.1"", ""2.2.6""], ""35 05 40.14 10"": [""1.4"", ""2.13.1"", ""2.13.2""], ""35 45 04.00 10"": [""1.2"", ""2.6.4""], ""40 05 13"": [""1.2"", ""2.10.4.2"", ""2.11.3.2"", ""2.12.4"", ""2.13.3"", ""2.14.4.2"", ""2.16.3.1"", ""2.4.4.3"", ""2.5.4"", ""2.6.1.6"", ""2.6.2.6"", ""2.7.1.3.3"", ""2.7.2.4.3"", ""2.7.3.4.3"", ""2.7.4.3.3"", ""3.3.1.1"", ""3.3.1.2""], ""43 15 00.00 20"": [""1.1"", ""2.7.1"", ""2.7.2""], ""44 41 00"": [""1.1"", ""2.5.6"", ""2.5.7""], ""46 61 00"": [""1.1"", ""2.2.1.6.3""], ""48 14 13.00 20"": [""1.1"", ""2.4.1""]}"
ASTM A197/A197M,(2020; R 2023; E 2023) Standard Specification for Cupola Malleable Iron,ASTM,ASTM INTERNATIONAL,ORG052,"{""23 05 15"": [""1.1"", ""2.2.1"", ""2.2.2"", ""2.2.3""], ""23 63 00.00"": [""1.1"", ""2.18.4""], ""23 64 26"": [""1.1"", ""2.4.1""]}"
ASTM A20/A20M,(2018) Standard Specification for General Requirements for Steel Plates for Pressure Vessels,ASTM,ASTM INTERNATIONAL,ORG052,"{""05 50 15"": [""1.1"", ""2.1.2.2""]}"
ASTM A211,(1975; R 1985) Specification for Spiral-Welded Steel or Iron Pipe,ASTM,ASTM INTERNATIONAL,ORG052,"{""23 52 33.01 20"": [""1.1"", ""2.11.10""], ""23 52 33.02 20"": [""1.1"", ""2.12.10""]}"
ASTM A216/A216M,"(2021) Standard Specification for Steel Castings, Carbon, Suitable for Fusion Welding, for High-Temperature Service",ASTM,ASTM INTERNATIONAL,ORG052,"{""23 05 15"": [""1.1"", ""2.3.17""], ""23 52 30.02 10"": [""1.1"", ""2.2.20.8""], ""33 52 43.14"": [""1.1"", ""2.2.1.1""], ""35 05 40.14 10"": [""1.4"", ""2.3.3.2""], ""35 45 02.00 10"": [""1.3"", ""2.2.1""], ""40 05 13"": [""1.2"", ""2.16.3"", ""2.20.5.2"", ""2.4.4.3"", ""2.5.3"", ""2.5.4"", ""2.7.1.3.3"", ""2.7.2.4.3"", ""2.7.3.4.3"", ""2.7.4.3.3""], ""46 61 00"": [""1.1"", ""2.2.1.8.1""]}"
ASTM A217/A217M,"(2022) Standard Specification for Steel Castings, Martensitic Stainless and Alloy, for Pressure-Containing Parts, Suitable for High-Temperature Service",ASTM,ASTM INTERNATIONAL,ORG052,"{""35 45 01"": [""1.2"", ""2.3.1""]}"
ASTM A227/A227M,"(2024) Standard Specification for Steel Wire, Cold-Drawn for Mechanical Springs",ASTM,ASTM INTERNATIONAL,ORG052,"{""08 36 13"": [""1.1"", ""2.1.1""], ""13 49 20.00 10"": [""1.1"", ""2.4.4""], ""33 16 13.16"": [""1.1"", ""2.4.2""]}"
ASTM A229/A229M,"(2024) Standard Specification for Steel Wire, Quenched and Tempered for Mechanical Springs",ASTM,ASTM INTERNATIONAL,ORG052,"{""08 36 13"": [""1.1"", ""2.1.2""]}"
ASTM A234/A234M,(2024) Standard Specification for Piping Fittings of Wrought Carbon Steel and Alloy Steel for Moderate and High Temperature Service,ASTM,ASTM INTERNATIONAL,ORG052,"{""23 05 15"": [""1.1"", ""2.2.1"", ""2.2.2"", ""2.2.8""], ""23 21 13.23 20"": [""1.1"", ""2.1.3""], ""23 52 00"": [""1.1"", ""2.12.12.4""], ""23 57 10.00 10"": [""1.1"", ""2.2.6"", ""2.2.9.1""], ""23 63 00.00"": [""1.1"", ""2.18.3""], ""23 64 26"": [""1.1"", ""2.4.1"", ""2.4.2"", ""2.5.1"", ""2.5.2""], ""26 32 15"": [""1.1"", ""2.11.3"", ""2.4.5.2""], ""33 52 10"": [""1.2"", ""2.4.1""], ""33 52 40"": [""1.2"", ""2.2.7.2""], ""33 52 43.13"": [""1.1"", ""2.1.5.2""], ""33 60 02"": [""1.2"", ""2.3.3""], ""33 61 13"": [""1.1"", ""2.6.4.1""], ""33 61 13.13"": [""1.2"", ""2.3.1""], ""33 63 13"": [""1.1"", ""2.5.4.1""], ""33 63 13.19"": [""1.1"", ""2.2.2.1""], ""35 05 40.14 10"": [""1.4"", ""2.7.1.3""], ""41 65 10.00 10"": [""1.1"", ""2.3.2""]}"
ASTM A239,(2021) Standard Practice for Locating the Thinnest Spot in a  Zinc (Galvanized) Coating on Iron or Steel Articles,ASTM,ASTM INTERNATIONAL,ORG052,"{""08 56 63"": [""1.1"", ""2.3.4""]}"
ASTM A240/A240M,"(2024b) Standard Specification for Chromium and Chromium-Nickel Stainless Steel Plate, Sheet, and Strip for Pressure Vessels and for General Applications",ASTM,ASTM INTERNATIONAL,ORG052,"{""05 50 15"": [""1.1"", ""2.1.5.1"", ""2.1.5.2"", ""2.1.5.4.6.1"", ""2.1.5.4.6.2""], ""08 33 13"": [""1.1"", ""2.2.1"", ""2.2.2"", ""2.2.5""], ""08 39 55.00 20"": [""1.1"", ""2.1.1"", ""2.2.2""], ""08 44 00"": [""1.1"", ""2.1.5""], ""09 22 36"": [""1.1"", ""2.1.1.4""], ""11 05 40"": [""1.1"", ""2.1.1""], ""11 71 00"": [""1.2"", ""2.1.7""], ""23 07 00"": [""1.1"", ""2.4.7.2.2"", ""3.2.4.4""], ""23 30 00"": [""1.1"", ""2.12.1.7"", ""2.12.10.1"", ""2.14.2.1""], ""23 35 16"": [""1.1"", ""2.7.2.3""], ""23 44 00.00 10"": [""1.1"", ""2.1.1"", ""2.4"", ""2.5.4""], ""23 51 43.00 20"": [""1.1"", ""2.8.5""], ""23 51 43.01 20"": [""1.1"", ""2.1"", ""2.2.2""], ""23 52 30.02 10"": [""1.1"", ""2.2.7""], ""23 76 00"": [""1.1"", ""2.6.5""], ""23 82 00.00 20"": [""1.1"", ""2.2.1""], ""26 11 13.00 20"": [""1.1"", ""2.2.16"", ""2.5.9""], ""26 12 19"": [""1.1"", ""2.2.4""], ""26 12 21"": [""1.1"", ""2.5""], ""26 13 01"": [""1.1"", ""2.1.2.1"", ""2.1.2.2""], ""26 13 02"": [""1.1"", ""2.1.2.1"", ""2.1.2.2""], ""26 13 13"": [""1.1"", ""2.2.2.1""], ""26 13 32"": [""1.1"", ""2.2.2.1""], ""26 23 00"": [""1.1"", ""2.2.2.1""], ""26 24 13"": [""1.1"", ""2.2.2.1""], ""32 31 13.53"": [""1.1"", ""2.2.2""], ""33 52 10"": [""1.2"", ""2.5.12""], ""33 52 40"": [""1.2"", ""2.5.2""], ""33 56 53"": [""1.1"", ""2.1.6""], ""33 60 02"": [""1.2"", ""2.8.3.2""], ""33 61 13"": [""1.1"", ""2.2.4""], ""33 63 13"": [""1.1"", ""2.2.4""], ""33 71 01"": [""1.1"", ""2.15"", ""2.20""], ""35 05 40.14 10"": [""1.4"", ""2.7.5""], ""35 20 16.33"": [""1.2"", ""2.2.1.5""], ""35 20 16.39"": [""1.2"", ""2.2.1.8""], ""35 20 16.46"": [""1.2"", ""2.2.1.7""], ""35 20 16.53"": [""1.2"", ""2.2.1.5""], ""35 20 16.54"": [""1.4"", ""2.1.4""], ""35 20 16.59"": [""1.2"", ""2.2.1.6"", ""2.4.6.4""], ""35 45 02.00 10"": [""1.3"", ""2.2.1""], ""40 05 13"": [""1.2"", ""2.10.4.2"", ""2.11.3.2"", ""2.12.4"", ""2.13.3"", ""2.14.4.2""], ""44 10 00"": [""1.1"", ""2.13.11.3"", ""2.13.13.1"", ""2.13.2.1"", ""2.13.7.2"", ""2.5.3""], ""46 07 53"": [""1.1"", ""2.6.9.8""], ""46 51 00.00 10"": [""1.1"", ""2.2.2.2.3"", ""2.2.2.3.2"", ""2.2.2.4.2""], ""48 14 00"": [""1.1"", ""2.9""]}"
ASTM A242/A242M,(2024) Standard Specification for High-Strength Low-Alloy Structural Steel,ASTM,ASTM INTERNATIONAL,ORG052,"{""08 39 53"": [""1.1"", ""2.1.1""], ""08 39 54"": [""1.1"", ""2.1.3""], ""08 44 00"": [""1.1"", ""2.1.6""], ""23 50 52.00 10"": [""1.1"", ""2.13"", ""2.24.19""], ""23 51 43.00 20"": [""1.1"", ""2.8.5""], ""23 51 43.01 20"": [""1.1"", ""2.1"", ""2.2.2"", ""2.2.9.1""], ""23 51 43.02 20"": [""1.1"", ""2.1"", ""2.4.1"", ""2.5"", ""2.6.3"", ""3.6.4""], ""23 51 43.03 20"": [""1.1"", ""2.1.1"", ""2.6""], ""23 52 30.00 10"": [""1.1"", ""3.2.5.2""], ""23 52 30.01 10"": [""1.1"", ""2.14"", ""2.30.19""], ""23 52 33.01 20"": [""1.1"", ""2.8.3.2""], ""23 52 33.02 20"": [""1.1"", ""2.8.3.1""], ""23 52 33.03 20"": [""1.1"", ""2.7.3.1""], ""34 11 00"": [""1.2"", ""2.14""], ""34 71 13.16"": [""1.1"", ""2.1.2""], ""35 20 14"": [""1.2"", ""2.4.6.1"", ""2.4.6.2""], ""35 45 01"": [""1.2"", ""2.3.1""], ""35 45 02.00 10"": [""1.3"", ""2.2.1""]}"
ASTM A249/A249M,"(2024a) Standard Specification for Welded Austenitic Steel Boiler, Superheater, Heat-Exchanger, and Condenser Tubes",ASTM,ASTM INTERNATIONAL,ORG052,"{""23 52 30.00 10"": [""1.1"", ""2.6""], ""23 52 30.01 10"": [""1.1"", ""2.18""]}"
ASTM A252,(2010) Standard Specification for Welded and Seamless Steel Pipe Piles,ASTM,ASTM INTERNATIONAL,ORG052,"{""31 62 13.13"": [""1.1"", ""2.1.1"", ""2.1.1.3""], ""31 62 16.13"": [""1.2"", ""2.2.1""], ""31 62 23.13"": [""1.2"", ""2.1.3"", ""2.1.3.3""]}"
ASTM A263,(2012; R 2019) Standard Specification for Stainless Chromium Steel-Clad Plate,ASTM,ASTM INTERNATIONAL,ORG052,"{""05 50 15"": [""1.1"", ""2.1.5.2""]}"
ASTM A264,(2012; R 2019) Standard Specification for Stainless Chromium-Nickel Steel-Clad Plate,ASTM,ASTM INTERNATIONAL,ORG052,"{""05 50 15"": [""1.1"", ""2.1.5.2""], ""11 71 00"": [""1.2"", ""2.1.8""]}"
ASTM A265,(2012) Standard Specification for Nickel and Nickel-Base Alloy-Clad Steel Plate,ASTM,ASTM INTERNATIONAL,ORG052,"{""11 71 00"": [""1.2"", ""2.1.3""]}"
ASTM A266/A266M,(2024) Standard Specification for Carbon Steel Forgings for Pressure Vessel Components,ASTM,ASTM INTERNATIONAL,ORG052,"{""35 05 40.14 10"": [""1.4"", ""2.3.3.2""]}"
ASTM A268/A268M,(2024) Standard Specification for Seamless and Welded Ferritic and Martensitic Stainless Steel Tubing for General Service,ASTM,ASTM INTERNATIONAL,ORG052,"{""40 05 13"": [""1.2"", ""2.6.2.1"", ""2.6.2.2""]}"
ASTM A269/A269M,(2024) Standard Specification for Seamless and Welded Austenitic Stainless Steel Tubing for General Service,ASTM,ASTM INTERNATIONAL,ORG052,"{""11 05 40"": [""1.1"", ""2.1.2""], ""11 71 00"": [""1.2"", ""2.2.2""], ""22 15 26.00 20"": [""1.1"", ""2.2.2"", ""2.9.1"", ""2.9.2""], ""23 09 13"": [""1.3"", ""2.3.2""], ""23 51 43.00 20"": [""1.1"", ""2.10.2.2""], ""23 52 30.02 10"": [""1.1"", ""2.9.2.9""], ""23 54 19"": [""1.1"", ""2.9.5.1""], ""33 52 10"": [""1.2"", ""2.4.2.3""], ""33 52 40"": [""1.2"", ""2.2.3""], ""33 52 43.13"": [""1.1"", ""2.1.2""], ""33 52 43.14"": [""1.1"", ""2.2.1.6""], ""35 05 40.14 10"": [""1.4"", ""2.7.2.1""], ""35 45 01"": [""1.2"", ""2.5.2.4""], ""40 05 13"": [""1.2"", ""2.6.1.2""], ""46 30 13"": [""1.1"", ""2.4.2.1""]}"
ASTM A27/A27M,"(2020) Standard Specification for Steel Castings, Carbon, for General Application",ASTM,ASTM INTERNATIONAL,ORG052,"{""03 45 00"": [""1.1"", ""2.3.1.1"", ""2.3.1.2"", ""2.3.2.2""], ""03 45 33"": [""1.1"", ""2.2.9.1""], ""05 50 15"": [""1.1"", ""2.1.7""], ""05 51 00"": [""1.1"", ""2.3.4""], ""05 52 00"": [""1.1"", ""2.2.7""], ""05 72 00"": [""1.1"", ""2.1.1""], ""08 44 00"": [""1.1"", ""2.11.1"", ""2.11.2""], ""31 62 13.20"": [""1.2"", ""2.2.12""], ""31 62 13.24"": [""1.2"", ""2.2.12""], ""33 46 16"": [""1.2"", ""2.4.3.4""], ""33 56 10"": [""1.2"", ""2.14.6""], ""34 71 13.16"": [""1.1"", ""2.6.2""], ""35 01 41.00 10"": [""1.1"", ""2.14"", ""2.15"", ""2.16"", ""2.21.1""], ""35 20 16.39"": [""1.2"", ""2.2.1.4"", ""2.4.6.1"", ""2.4.6.2"", ""2.4.6.3""], ""35 20 16.46"": [""1.2"", ""2.2.1.4""], ""35 20 16.53"": [""1.2"", ""2.3.3""], ""35 20 16.59"": [""1.2"", ""2.3.7""], ""35 45 01"": [""1.2"", ""2.3.1""], ""35 45 04.00 10"": [""1.2"", ""2.3""], ""35 51 13.00 20"": [""1.1"", ""2.2.7.1""], ""44 41 00"": [""1.1"", ""2.5.8""]}"
ASTM A270/A270M,(2024) Standard Specification for Seamless and Welded Austenitic and Ferritic/Austenitic Stainless Steel Sanitary Tubing,ASTM,ASTM INTERNATIONAL,ORG052,"{""11 05 40"": [""1.1"", ""2.1.2""]}"
ASTM A275/A275M,(2023) Standard Practice for Magnetic Particle Examination of Steel Forgings,ASTM,ASTM INTERNATIONAL,ORG052,"{""41 22 13.14"": [""1.1"", ""1.6.2.2.1""], ""41 22 13.15"": [""1.1"", ""1.6.2.2.1"", ""1.6.2.3""], ""41 22 13.16"": [""1.1"", ""1.5.2"", ""1.5.4""], ""41 22 23.19"": [""1.1"", ""1.6.2.2.1""]}"
ASTM A276/A276M,(2024) Standard Specification for Stainless Steel Bars and Shapes,ASTM,ASTM INTERNATIONAL,ORG052,"{""03 31 29"": [""1.1"", ""1.7.6.3""], ""05 12 00"": [""1.1"", ""2.3.4.3"", ""2.3.4.4""], ""05 50 13"": [""1.1"", ""2.2.2""], ""05 50 15"": [""1.1"", ""2.1.16.3.3"", ""2.1.16.3.4"", ""2.1.5.3"", ""2.1.5.4.4.1"", ""2.1.5.4.4.2"", ""2.1.5.4.6.1"", ""2.1.5.4.6.2""], ""05 59 10"": [""1.1"", ""2.1.3""], ""06 17 19"": [""1.1"", ""2.2.6.3""], ""06 18 00"": [""1.1"", ""2.2.5""], ""08 51 13"": [""1.1"", ""2.2.7.3""], ""11 05 40"": [""1.1"", ""2.1.2""], ""23 05 15"": [""1.1"", ""2.3.2""], ""23 51 43.00 20"": [""1.1"", ""2.10.1.2"", ""2.10.1.3"", ""2.10.1.4""], ""23 51 43.02 20"": [""1.1"", ""2.1"", ""2.5""], ""23 52 30.02 10"": [""1.1"", ""2.9.2.3"", ""2.9.2.9""], ""33 11 00"": [""1.2"", ""2.1.6""], ""33 52 40"": [""1.2"", ""2.3.5""], ""33 52 43.13"": [""1.1"", ""2.2.5""], ""33 52 43.23"": [""1.1"", ""2.1.2"", ""2.3.2""], ""35 20 15"": [""1.3"", ""2.2.2.3"", ""2.2.2.4"", ""2.4.3""], ""35 20 16.33"": [""1.2"", ""2.2.1.4"", ""2.4.6.3""], ""35 20 16.39"": [""1.2"", ""2.2.1.7"", ""2.4.6.2""], ""35 20 16.46"": [""1.2"", ""2.2.1.6""], ""35 20 16.53"": [""1.2"", ""2.2.1.4"", ""2.3.5""], ""35 20 16.54"": [""1.4"", ""2.1.4""], ""35 20 16.59"": [""1.2"", ""2.2.1.5"", ""2.3.10"", ""2.4.6.3"", ""2.4.6.4""], ""35 45 01"": [""1.2"", ""2.3.1""], ""35 45 02.00 10"": [""1.3"", ""2.2.1""], ""35 45 04.00 10"": [""1.2"", ""2.4.3.7"", ""2.4.3.8""], ""40 05 13"": [""1.2"", ""2.20.5.2"", ""2.5.3""], ""46 07 53"": [""1.1"", ""2.5.3""], ""46 30 13"": [""1.1"", ""2.4.1"", ""2.4.2.1""], ""46 61 00"": [""1.1"", ""2.2.2.12.2""]}"
ASTM A278/A278M,(2001; R 2024) Standard Specification for Gray Iron Castings for Pressure-Containing Parts for Temperatures Up to 650 degrees F (350 degrees C),ASTM,ASTM INTERNATIONAL,ORG052,"{""23 05 15"": [""1.1"", ""2.3.16""], ""23 52 30.00 10"": [""1.1"", ""2.3.9""], ""23 52 30.02 10"": [""1.1"", ""2.2.20.1""], ""23 63 00.00"": [""1.1"", ""2.18.4""]}"
ASTM A283/A283M,(2024) Standard Specification for Low and Intermediate Tensile Strength Carbon Steel Plates,ASTM,ASTM INTERNATIONAL,ORG052,"{""03 41 33"": [""1.1"", ""2.3.4.1""], ""03 44 00"": [""1.1"", ""2.3.1""], ""03 45 00"": [""1.1"", ""2.3.1.3""], ""05 50 13"": [""1.1"", ""2.5""], ""05 51 00"": [""1.1"", ""2.3.4"", ""2.4.1""], ""05 52 00"": [""1.1"", ""2.2.1"", ""2.2.7""], ""05 72 00"": [""1.1"", ""2.1.1""], ""08 44 00"": [""1.1"", ""2.11.3""], ""23 52 53.00 20"": [""1.1"", ""2.9.1""], ""41 22 13.33"": [""1.1"", ""2.4.1""], ""46 07 13.13"": [""1.1"", ""2.2.2.2.1""], ""46 61 00"": [""1.1"", ""2.2.2.12.2""], ""46 71 16"": [""1.1"", ""2.5""]}"
ASTM A285/A285M,"(2017) Standard Specification for Pressure Vessel Plates, Carbon Steel, Low- and Intermediate-Tensile Strength",ASTM,ASTM INTERNATIONAL,ORG052,"{""11 71 00"": [""1.2"", ""2.1.1""], ""23 52 30.00 10"": [""1.1"", ""2.6"", ""2.7.2""], ""23 52 30.01 10"": [""1.1"", ""2.18""], ""35 45 01"": [""1.2"", ""2.3.1""], ""35 45 04.00 10"": [""1.2"", ""2.3""]}"
ASTM A29/A29M,"(2023) Standard Specification for General Requirements for Steel Bars, Carbon and Alloy, Hot-Wrought",ASTM,ASTM INTERNATIONAL,ORG052,"{""05 12 00"": [""1.1"", ""2.4.3""], ""05 51 00"": [""1.1"", ""2.2.3""], ""08 34 16"": [""1.1"", ""2.1.17.2"", ""2.1.17.3""], ""35 01 41.00 10"": [""1.1"", ""2.20""]}"
ASTM A290/A290M,(2016; R 2021) Standard Specification for Carbon and Alloy Steel Forgings for Rings for Reduction Gears,ASTM,ASTM INTERNATIONAL,ORG052,"{""23 52 30.02 10"": [""1.1"", ""2.9.2.4""], ""35 01 41.00 10"": [""1.1"", ""2.12.1.2"", ""2.19.1"", ""3.4.4"", ""3.4.6.1"", ""3.4.6.2""]}"
ASTM A291/A291M,"(2016) Standard Specification for Steel Forgings, Carbon and Alloy, for Pinions, Gears and Shafts for Reduction Gears",ASTM,ASTM INTERNATIONAL,ORG052,"{""35 01 41.00 10"": [""1.1"", ""2.12.1""]}"
ASTM A297/A297M,"(2021a) Standard Specification for Steel Castings, Iron-Chromium and Iron-Chromium-Nickel, Heat Resistant, for General Application",ASTM,ASTM INTERNATIONAL,ORG052,"{""11 82 19"": [""1.1"", ""2.5.8""], ""23 52 30.00 10"": [""1.1"", ""2.3.9""], ""35 45 02.00 10"": [""1.3"", ""2.2.1""]}"
ASTM A302/A302M,"(2017; R2022) Standard Specification for Pressure Vessel Plates, Alloy Steel, Manganese-Molybdenum and Manganese-Molybdenum-Nickel",ASTM,ASTM INTERNATIONAL,ORG052,"{""44 10 00"": [""1.1"", ""2.13.13.1"", ""2.13.2.1"", ""2.13.7.2""]}"
